objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture
437725,"Doña Marianna Stampa Parravicina (born 1612), Condesa di Segrate",Spanish Painter,Unavailable,unavailable,Unknown,Unavailable,European Paintings
437729,Saint Michael the Archangel,Ignacio de Ries,1640s,Spanish,Spain,1600's,European Paintings
437738,The Beheading of Saint John the Baptist,Spanish (Catalan) Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings
437739,Salome Dancing before Herod,Spanish (Catalan) Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings
437742,Saint Michael and the Dragon,Spanish (Valencian) Painter,ca. 1405,Spanish,Spain,1400's,European Paintings
437744,Saint Mary Magdalen Holding a Crucifix; (reverse) The Flagellation,Spinello Aretino (Spinello di Luca Spinelli),ca. 1395–1400,Italian,Italy,1300's,European Paintings
437747,The Dissolute Household,Jan Steen,ca. 1663–64,Dutch,Netherlands,1600's,European Paintings
437748,The Lovesick Maiden,Jan Steen,ca. 1660,Dutch,Netherlands,1600's,European Paintings
437749,Merry Company on a Terrace,Jan Steen,ca. 1670,Dutch,Netherlands,1600's,European Paintings
437750,A Renaissance Portico with Elegant Figures,Hendrick van Steenwijck II,ca. 1615,Flemish,Belgium,1600's,European Paintings
437754,After the Ball,Alfred Stevens,1874,Belgian,Belgium,1800's,European Paintings
437755,In the Studio,Alfred Stevens,1888,Belgian,Belgium,1800's,European Paintings
437756,The Japanese Robe,Alfred Stevens,ca. 1872,Belgian,Belgium,1800's,European Paintings
437757,Old Woman Praying,Matthias Stom,late 1630s or early 1640s,Dutch,Netherlands,1600's,European Paintings
437760,Landscape with Cattle,Jacob van Strij,probably ca. 1800,Dutch,Netherlands,1800's,European Paintings
437763,Tobias Curing His Father's Blindness,Bernardo Strozzi,1630–35,Italian,Italy,1600's,European Paintings
437764,The Third Duke of Dorset's Hunter with a Groom and a Dog,George Stubbs,1768,British,Britain,1700's,European Paintings
437766,Ferdinando II de' Medici (1610–1670) as a Boy,Justus Sustermans,Unavailable,Flemish,Belgium,Unavailable,European Paintings
437769,Clothing the Naked,Michiel Sweerts,ca. 1661,Flemish,Belgium,1600's,European Paintings
437770,Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste,Swiss Painter,ca. 1500–1505,Swiss,Switzerland,1500's,European Paintings
437771,Saint Remigius Replenishing the Barrel of Wine; (interior) Saint Remigius and the Burning Wheat,Swiss Painter,ca. 1500–1505,Swiss,Switzerland,1500's,European Paintings
437772,Portrait of a Man Wearing the Order of the Annunziata of Savoy,French Painter,Unavailable,French,France,Unavailable,European Paintings
437775,The Billiard Room,Nicolas Antoine Taunay,after 1810,French,France,1800's,European Paintings
437777,Guardroom with the Deliverance of Saint Peter,David Teniers the Younger,ca. 1645–47,Flemish,Belgium,1600's,European Paintings
437779,Peasants Dancing and Feasting,David Teniers the Younger,ca. 1660,Flemish,Belgium,1600's,European Paintings
437780,Shepherds and Sheep,David Teniers the Younger,Unavailable,Flemish,Belgium,Unavailable,European Paintings
437781,Landscape with Thatched Cottages,David Teniers the Younger,Unavailable,Flemish,Belgium,Unavailable,European Paintings
437784,Alexander the Great Rescued from the River Cydnus,Pietro Testa,ca. 1650,Italian,Italy,1600's,European Paintings
437788,The Triumph of Marius,Giovanni Battista Tiepolo,1729,Italian,Italy,1700's,European Paintings
437790,Allegory of the Planets and Continents,Giovanni Battista Tiepolo,1752,Italian,Italy,1700's,European Paintings
437794,The Battle of Vercellae,Giovanni Battista Tiepolo,1725–29,Italian,Italy,1700's,European Paintings
437795,The Capture of Carthage,Giovanni Battista Tiepolo,1725–29,Italian,Italy,1700's,European Paintings
437800,The Investiture of Bishop Harold as Duke of Franconia,Giovanni Battista Tiepolo,ca. 1751–52,Italian,Italy,1700's,European Paintings
437803,Saint Thecla Praying for the Plague-Stricken,Giovanni Battista Tiepolo,1758–59,Italian,Italy,1700's,European Paintings
437804,Allegorical Figures Representing Virtue and Abundance,Giovanni Battista Tiepolo,1760,Italian,Italy,1700's,European Paintings
437812,A Dance in the Country,Giovanni Domenico Tiepolo,ca. 1755,Italian,Italy,1700's,European Paintings
437815,The Sacrifice of Isaac,Giovanni Domenico Tiepolo,mid-1750s,Italian,Italy,1700's,European Paintings
437817,Group Portrait: A Wedding Celebration,Gillis van Tilborgh,Unavailable,Flemish,Belgium,Unavailable,European Paintings
437820,The Finding of Moses,Jacopo Tintoretto (Jacopo Robusti),1560s?,Italian,Italy,1500's,European Paintings
437823,"Filippo Archinto (born about 1500, died 1558), Archbishop of Milan",Titian (Tiziano Vecellio),mid-1550s,Italian,Italy,1500's,European Paintings
437827,Venus and the Lute Player,Titian,ca. 1565–70,Italian,Italy,1500's,European Paintings
437828,"Alfonso d'Este (1486–1534), Duke of Ferrara",Titian,Unavailable,Italian,Italy,Unavailable,European Paintings
437830,Doge Andrea Gritti (1455–1538),Titian,Unavailable,Italian,Italy,Unavailable,European Paintings
437831,Jean Marc Nattier (1685–1766),Louis Tocqué,Unavailable,French,France,Unavailable,European Paintings
437834,Mademoiselle Nys,Henri de Toulouse-Lautrec,1899,French,France,1800's,European Paintings
437835,"The Englishman (William Tom Warrener, 1861–1934) at the Moulin Rouge",Henri de Toulouse-Lautrec,1892,French,France,1800's,European Paintings
437836,Albert (René) Grenier (1858–1925),Henri de Toulouse-Lautrec,1887,French,France,1800's,European Paintings
437837,The Sofa,Henri de Toulouse-Lautrec,ca. 1894–96,French,France,1800's,European Paintings
437838,Woman in the Garden of Monsieur Forest,Henri de Toulouse-Lautrec,1889–91,French,France,1800's,European Paintings
437839,Émilie,Henri de Toulouse-Lautrec,late 1890s,French,France,1800's,European Paintings
437841,Saint Margaret of Cortona,Gaspare Traversi,ca. 1758,Italian,Italy,1700's,European Paintings
437842,Teasing a Sleeping Girl,Gaspare Traversi,ca. 1760,Italian,Italy,1700's,European Paintings
437844,Comedy,Pierre Charles Trémolières,ca. 1736,French,France,1700's,European Paintings
437846,Going to Market,Constant Troyon,1860,French,France,1800's,European Paintings
437847,Road in the Woods,Constant Troyon,mid-1840s,French,France,1800's,European Paintings
437848,Rose Hedge,Wilhelm Trübner,1910,German,Germany,1900's,European Paintings
437850,Saint Louis of Toulouse,Cosmè Tura (Cosimo di Domenico di Bonaventura),1484?,Italian,Italy,1400's,European Paintings
437852,"Saltash with the Water Ferry, Cornwall",Joseph Mallord William Turner,1811,British,Britain,1800's,European Paintings
437853,"Venice, from the Porch of Madonna della Salute",Joseph Mallord William Turner,ca. 1835,British,Britain,1800's,European Paintings
437854,Whalers,Joseph Mallord William Turner,ca. 1845,British,Britain,1800's,European Paintings
437857,Head of Saint John the Baptist,Emmanuel Tzanès,Unavailable,Greek,Greece,Unavailable,European Paintings
437858,Head of the Virgin,Emmanuel Tzanès,Unavailable,Greek,Greece,Unavailable,European Paintings
437860,Going Home,Fritz von Uhde,ca. 1889,German,Germany,1800's,European Paintings
437861,Portrait of a Boy with a Falcon,Wallerant Vaillant,Unavailable,Flemish,Belgium,Unavailable,European Paintings
437864,Vase of Flowers and Conch Shell,Anne Vallayer-Coster,1780,French,France,1700's,European Paintings
437865,Halt of the Hunt,Carle (Charles André) Vanloo,ca. 1737,French,France,1700's,European Paintings
437866,Madonna and Child Enthroned with Saints Peter and Paul and Angels,Lippo Vanni (Lippo Vanni di Giovanni),Unavailable,Italian,Italy,Unavailable,European Paintings
437867,A Bouquet of Flowers in a Crystal Vase,Nicolaes van Veerendael,1662,Flemish,Belgium,1600's,European Paintings
437868,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",Velázquez (Diego Rodríguez de Silva y Velázquez),ca. 1636 or later,Spanish,Spain,1600's,European Paintings
437869,Juan de Pareja (1606–1670),Velázquez (Diego Rodríguez de Silva y Velázquez),1650,Spanish,Spain,1600's,European Paintings
437871,The Supper at Emmaus,Velázquez (Diego Rodríguez de Silva y Velázquez),1622–23,Spanish,Spain,1600's,European Paintings
437872,"Mariana of Austria (1634–1696), Queen of Spain",Velázquez,Unavailable,Spanish,Spain,Unavailable,European Paintings
437873,"Philip IV (1605–1665), King of Spain",Velázquez (Diego Rodríguez de Silva y Velázquez),probably 1624,Spanish,Spain,1600's,European Paintings
437874,"Portrait of a Man, Possibly a Self-Portrait",Velázquez (Diego Rodríguez de Silva y Velázquez),ca. 1635,Spanish,Spain,1600's,European Paintings
437876,Entrance to a Dutch Port,Willem van de Velde II,ca. 1665,Dutch,Netherlands,1600's,European Paintings
437877,Allegory of the Catholic Faith,Johannes Vermeer,ca. 1670–72,Dutch,Netherlands,1600's,European Paintings
437878,A Maid Asleep,Johannes Vermeer,ca. 1656–57,Dutch,Netherlands,1600's,European Paintings
437879,Study of a Young Woman,Johannes Vermeer,ca. 1665–67,Dutch,Netherlands,1600's,European Paintings
437880,Young Woman with a Lute,Johannes Vermeer,ca. 1662–63,Dutch,Netherlands,1600's,European Paintings
437881,Young Woman with a Water Pitcher,Johannes Vermeer,ca. 1662,Dutch,Netherlands,1600's,European Paintings
437882,A Young Woman Reading,Johannes Vermeer,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
437884,"Mary (1505–1558), Queen of Hungary",Jan Cornelisz Vermeyen,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings
437886,Harbor Scene with a Grotto and Fishermen Hauling in Nets,Joseph Vernet,Unavailable,French,France,Unavailable,European Paintings
437887,Bertel Thorvaldsen (1768–1844) with the Bust of Horace Vernet,Horace Vernet,1833 or later,French,France,1800's,European Paintings
437888,The Start of the Race of the Riderless Horses,Horace Vernet,1820,French,France,1800's,European Paintings
437889,Alessandro Vittoria (1525–1608),Paolo Veronese (Paolo Caliari),ca. 1580,Italian,Italy,1500's,European Paintings
437890,Boy with a Greyhound,Paolo Veronese (Paolo Caliari),possibly 1570s,Italian,Italy,1500's,European Paintings
437891,Mars and Venus United by Love,Paolo Veronese (Paolo Caliari),1570s,Italian,Italy,1500's,European Paintings
437894,Eugène Joseph Stanislas Foullon d'Ecotier (1753–1821),Antoine Vestier,1785,French,France,1700's,European Paintings
437895,The Reprimand,Jean-Georges Vibert,1874,French,France,1800's,European Paintings
437896,The Missionary's Adventures,Jean-Georges Vibert,ca. 1883,French,France,1800's,European Paintings
437897,Abraham's Parting from the Family of Lot,Jan Victors,ca. 1655–65,Dutch,Netherlands,1600's,European Paintings
437898,"Madame Grand (Noël Catherine Vorlée, 1761–1835)",Elisabeth Louise Vigée Le Brun,1783,French,France,1700's,European Paintings
437899,Alexandre Charles Emmanuel de Crussol-Florensac (1743–1815),Elisabeth Louise Vigée Le Brun,1787,French,France,1700's,European Paintings
437900,"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",Elisabeth Louise Vigée Le Brun,1789,French,France,1700's,European Paintings
437902,Examining Antique Arms,José Villegas y Cordero,1870,Spanish,Spain,1800's,European Paintings
437903,Marie Joséphine Charlotte du Val d'Ognes (1786–1868),Marie Denise Villers,1801,French,France,1800's,European Paintings
437909,Saint Peter Martyr Healing the Leg of a Young Man,Antonio Vivarini,ca. 1450,Italian,Italy,1400's,European Paintings
437910,Saint Jerome,Antonio Vivarini,1440s,Italian,Italy,1400's,European Paintings
437912,The Death of the Virgin,Bartolomeo Vivarini,1485,Italian,Italy,1400's,European Paintings
437913,A Saint (Mark?) Reading,Bartolomeo Vivarini,ca. 1470,Italian,Italy,1400's,European Paintings
437914,Calm Sea,Simon de Vlieger,after 1640,Dutch,Netherlands,1600's,European Paintings
437915,"Interior of the Oude Kerk, Delft",Hendrick van Vliet,1660,Dutch,Netherlands,1600's,European Paintings
437916,Still Life with Cheese,Antoine Vollon,probably late 1870s,French,France,1800's,European Paintings
437919,Two Tritons at the Feast of Acheloüs,Cornelis de Vos,Unavailable,Flemish,Belgium,Unavailable,European Paintings
437920,A Vase with Flowers,Jacob Vosmaer,probably 1613,Dutch,Netherlands,1600's,European Paintings
437922,The Pigeon House,Roelof van Vries,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
437923,"A Day in October, near Waxholm, Sweden",Alfred Wahlberg,1873,Swedish,Sweden,1800's,European Paintings
437925,The French Comedians,Antoine Watteau,ca. 1720,French,France,1700's,European Paintings
437926,Mezzetin,Antoine Watteau,ca. 1718–20,French,France,1700's,European Paintings
437928,The Country Dance,Antoine Watteau,Unavailable,French,France,Unavailable,European Paintings
437935,"An Old Bridge at Hendon, Middlesex",Frederick Waters Watts,ca. 1828,British,Britain,1800's,European Paintings
437936,Ariadne,George Frederic Watts,1894,British,Britain,1800's,European Paintings
437937,Gamepiece with a Dead Heron,Jan Weenix,1695,Dutch,Netherlands,1600's,European Paintings
437939,The Highland Family,Sir David Wilkie,1824,"British, Scottish",Britain,1800's,European Paintings
437941,Lake Nemi and Genzano from the Terrace of the Capuchin Monastery,Richard Wilson,ca. 1756–57,"British, Welsh",Britain,1700's,European Paintings
437942,"The Empress Eugénie (Eugénie de Montijo, 1826–1920, Condesa de Teba)",Franz Xaver Winterhalter,1854,German,Germany,1800's,European Paintings
437943,"Countess Alexander Nikolaevitch Lamsdorff (Maria Ivanovna Beck, 1835–1866)",Franz Xaver Winterhalter,1859,German,Germany,1800's,European Paintings
437944,Florinda,Franz Xaver Winterhalter,1853,German,Germany,1800's,European Paintings
437953,A Man and a Woman on Horseback,Philips Wouwerman,ca. 1653–54,Dutch,Netherlands,1600's,European Paintings
437956,Kitchen Scene,Peter Wtewael,1620s,Dutch,Netherlands,1600's,European Paintings
437957,Saint Lucy,Francesco Zaganelli (Francesco di Bosio),Unavailable,Italian,Italy,Unavailable,European Paintings
437964,"Frieda Schiff (1876–1958), Later Mrs. Felix M. Warburg",Anders Zorn,1894,Swedish,Sweden,1800's,European Paintings
437965,Edward R. Bacon (1846–1915),Anders Zorn,1897,Swedish,Sweden,1800's,European Paintings
437966,"Mrs. Walter Rathbone Bacon (Virginia Purdy Barker, 1862–1919)",Anders Zorn,1897,Swedish,Sweden,1800's,European Paintings
437967,"Mrs. John Crosby Brown (Mary Elizabeth Adams, 1842–1918)",Anders Zorn,ca. 1900,Swedish,Sweden,1900's,European Paintings
437968,Landscape with Peasants at a Fountain,Francesco Zuccarelli,Unavailable,Italian,Italy,Unavailable,European Paintings
437969,Battle between Christians and Muslims at El Sotillo,Francisco de Zurbarán,ca. 1637–39,Spanish,Spain,1600's,European Paintings
437970,Saint Benedict,Francisco de Zurbarán,ca. 1640–45,Spanish,Spain,1600's,European Paintings
437971,The Young Virgin,Francisco de Zurbarán,ca. 1632–33,Spanish,Spain,1600's,European Paintings
437973,"Ponte San Rocco and Waterfalls, Tivoli",François Marius Granet,ca. 1810–20,French,France,1800's,European Paintings
437974,Scene in the Jewish Quarter of Constantine,Théodore Chassériau,1851,French,France,1800's,European Paintings
437975,Sunset after a Storm on the Coast of Sicily,Andreas Achenbach,1853,German,Germany,1800's,European Paintings
437977,The Last Communion of Saint Mary of Egypt,Marcantonio Franceschini,1680,Italian,Italy,1600's,European Paintings
437978,Christ Presented to the People (Ecce Homo),Sodoma (Giovanni Antonio Bazzi),ca. 1540–49,Italian,Italy,1500's,European Paintings
437979,Ship by Moonlight,Ivan Konstantinovich Aivazovsky,Unavailable,Russian,Russia,Unavailable,European Paintings
437980,Cypresses,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings
437983,A Roman Landscape with Figures,Goffredo Wals,probably 1630s,German,Germany,1600's,European Paintings
437984,"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851–1930)",Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings
437985,Pansies,Henri Fantin-Latour,1903,French,France,1900's,European Paintings
437986,The Denial of Saint Peter,Caravaggio (Michelangelo Merisi),1610,Italian,Italy,1600's,European Paintings
437987,"On the Beach, Dieppe",Eugène Boudin,1864,French,France,1800's,European Paintings
437988,Princess Pauline Metternich (1836–1921) on the Beach,Eugène Boudin,ca. 1865–67,French,France,1800's,European Paintings
437989,Dish of Apples,Paul Cézanne,ca. 1876–77,French,France,1800's,European Paintings
437990,Seated Peasant,Paul Cézanne,ca. 1892–96,French,France,1800's,European Paintings
437991,The Curious Little Girl,Camille Corot,1860–64,French,France,1800's,European Paintings
437995,Roses in a Bowl,Henri Fantin-Latour,1883,French,France,1800's,European Paintings
437996,Roses and Lilies,Henri Fantin-Latour,1888,French,France,1800's,European Paintings
437997,Asters and Fruit on a Table,Henri Fantin-Latour,1868,French,France,1800's,European Paintings
437998,Olive Trees,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings
437999,Still Life with Teapot and Fruit,Paul Gauguin,1896,French,France,1800's,European Paintings
438000,Three Tahitian Women,Paul Gauguin,1896,French,France,1800's,European Paintings
438001,Two Women,Paul Gauguin,1901 or 1902,French,France,1900's,European Paintings
438002,"Madame Manet (Suzanne Leenhoff, 1829–1906) at Bellevue",Edouard Manet,1880,French,France,1800's,European Paintings
438009,"The Pink Dress (Albertie-Marguerite Carré, later Madame Ferdinand-Henri Himmes, 1854–1935)",Berthe Morisot,ca. 1870,French,France,1800's,European Paintings
438010,Nini in the Garden (Nini Lopez),Auguste Renoir,1876,French,France,1800's,European Paintings
438011,"Eugène Murer (Hyacinthe-Eugène Meunier, 1841–1906)",Auguste Renoir,1877,French,France,1800's,European Paintings
438012,Bouquet of Chrysanthemums,Auguste Renoir,1881,French,France,1800's,European Paintings
438013,Reclining Nude,Auguste Renoir,1883,French,France,1800's,European Paintings
438014,"The Daughters of Catulle Mendès, Huguette (1871–1964), Claudine (1876–1937), and Helyonne (1879–1955)",Auguste Renoir,1888,French,France,1800's,European Paintings
438015,"Gray Weather, Grande Jatte",Georges Seurat,ca. 1886–88,French,France,1800's,European Paintings
438016,The Streetwalker,Henri de Toulouse-Lautrec,ca. 1890–91,French,France,1800's,European Paintings
438018,Woman before a Mirror,Henri de Toulouse-Lautrec,1897,French,France,1800's,European Paintings
438020,Saint Julian,Taddeo Gaddi,1340s,Italian,Italy,1300's,European Paintings
438021,The Mystic Marriage of Saint Catherine of Siena,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unavailable,Italian,Italy,Unavailable,European Paintings
438022,Saint Catherine of Siena Exchanging Her Heart with Christ,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unavailable,Italian,Italy,Unavailable,European Paintings
438023,The Antechamber of the Sala del Maggior Consiglio,Francesco Guardi,ca. 1765–68,Italian,Italy,1700's,European Paintings
438024,The Ridotto Pubblico at Palazzo Dandolo,Francesco Guardi,ca. 1765–68,Italian,Italy,1700's,European Paintings
438025,The Holy Family with Saint John the Baptist,Nicolas Poussin,ca. 1627,French,France,1600's,European Paintings
438026,The Chariot of Aurora,Giovanni Battista Tiepolo,1760s,Italian,Italy,1700's,European Paintings
438030,Valley of the River Loire,Jules Dupré,Unavailable,French,France,Unavailable,European Paintings
438031,Summer Flowers,Henri Fantin-Latour,1880,French,France,1800's,European Paintings
438032,"Study for ""Portrait of an Indian""",Anne Louis Girodet-Trioson,ca. 1807,French,France,1800's,European Paintings
438033,Jean-Louis-André-Théodore Gericault (1791–1824),Horace Vernet,probably 1822 or 1823,French,France,1800's,European Paintings
438098,Tea,James Tissot,1872,French,France,1800's,European Paintings
438099,"The Public Viewing David’s ""Coronation"" at the Louvre",Louis Léopold Boilly,1810,French,France,1800's,European Paintings
438100,"The Grand Canal, Venice, Looking South toward the Rialto Bridge",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown,1700's,European Paintings
438101,"Campo Santa Maria Zobenigo, Venice",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown,1700's,European Paintings
438102,"The Grand Canal, Venice, Looking Southeast, with the Campo della Carità to the Right",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown,1700's,European Paintings
438103,"Campo Sant'Angelo, Venice",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown,1700's,European Paintings
438105,"A Lock, a Column, and a Church beside a Lagoon",Canaletto (Giovanni Antonio Canal),Unavailable,unavailable,Unknown,Unavailable,European Paintings
438106,Warwick Castle,Canaletto (Giovanni Antonio Canal),1748,unavailable,Unknown,1700's,European Paintings
438107,Desdemona (The Song of the Willow),Théodore Chassériau,1849,unavailable,Unknown,1800's,European Paintings
438110,Rebecca and the Wounded Ivanhoe,Eugène Delacroix,1823,unavailable,Unknown,1800's,European Paintings
438112,Queen Henrietta Maria,Anthony van Dyck,1636,unavailable,Unknown,1600's,European Paintings
438113,Horsewoman,Théodore Gericault,1820 or later,unavailable,Unknown,1800's,European Paintings
438116,"The Villa Loredan, Paese",Francesco Guardi,early 1780s,unavailable,Unknown,1700's,European Paintings
438117,"The Island of San Michele, Venice",Francesco Guardi,1770s,unavailable,Unknown,1700's,European Paintings
438118,A Huntsman and a Peasant Woman by the Isar River with a View of Munich,Wilhelm von Kobell,1823,unavailable,Unknown,1800's,European Paintings
438123,A Man Leaning on a Parapet,Georges Seurat,ca. 1881,unavailable,Unknown,1800's,European Paintings
438126,The Garter,Jean François de Troy,1724,unavailable,Unknown,1700's,European Paintings
438127,The Declaration of Love,Jean François de Troy,ca. 1724,unavailable,Unknown,1700's,European Paintings
438129,The Meeting of Antony and Cleopatra,Giovanni Battista Tiepolo,ca. 1745–47,unavailable,Unknown,1700's,European Paintings
438130,The Departure of the Gondola,Giovanni Domenico Tiepolo,mid-1760s,unavailable,Unknown,1700's,European Paintings
438132,Julie Le Brun (1780–1819) Looking in a Mirror,Elisabeth Louise Vigée Le Brun,1787,unavailable,Unknown,1700's,European Paintings
438134,Saint Catherine of Alexandria in Prison,Paolo Veronese (Paolo Caliari),ca. 1580–85,Italian,Italy,1500's,European Paintings
438136,The Fishermen (Fantastic Scene),Paul Cézanne,ca. 1875,French,France,1800's,European Paintings
438144,"The ""Kearsarge"" at Boulogne",Edouard Manet,1864,French,France,1800's,European Paintings
438156,Young Woman with Ibis,Edgar Degas,1857-58; reworked 1860-62,French,France,1800's,European Paintings
438159,An Eruption of Vesuvius,Johan Christian Dahl,1824,unavailable,Unknown,1800's,European Paintings
438338,The Burial of Christ,Annibale Carracci,1595,Italian,Italy,1500's,European Paintings
438373,A Winter Landscape with Ice Skaters and an Imaginary Castle,Christoffel van den Berghe,ca. 1615–20,Dutch,Netherlands,1600's,European Paintings
438374,A Beach with Fishing Boats,Jan van Goyen,probably 1653,Dutch,Netherlands,1600's,European Paintings
438375,A View of The Hague from the Northwest,Jan van Goyen,1647,Dutch,Netherlands,1600's,European Paintings
438376,"Still Life with Oysters, a Silver Tazza, and Glassware",Willem Claesz Heda,1635,Dutch,Netherlands,1600's,European Paintings
438377,Portrait of a Man with a Shell,Thomas de Keyser,ca. 1625–26,Dutch,Netherlands,1600's,European Paintings
438378,Portrait of a Woman with a Balance,Thomas de Keyser,ca. 1625–26,Dutch,Netherlands,1600's,European Paintings
438379,Young Woman with a Red Necklace,Rembrandt,ca. 1645,Dutch,Netherlands,1600's,European Paintings
438380,Fishing Boats on a River,Salomon van Ruysdael,early 1660s,Dutch,Netherlands,1600's,European Paintings
438381,View from the Quai d'Orsay,Johan Barthold Jongkind,1854,Dutch,Netherlands,1800's,European Paintings
438387,The Virgin Adored by Saints,Scarsellino (Ippolito Scarsella),ca. 1609,Italian,Italy,1600's,European Paintings
438389,"Madame Jacques-Louis-Étienne Reizet (Colette-Désirée-Thérèse Godefroy, 1782–1850)",Anne Louis Girodet-Trioson,1823,French,France,1800's,European Paintings
438390,Nymph and Shepherd,Johann Liss,ca. 1625,German,Germany,1600's,European Paintings
438407,Man Holding a Jug,Michiel Sweerts,ca. 1660,Flemish,Belgium,1600's,European Paintings
438417,Two Men Contemplating the Moon,Caspar David Friedrich,ca. 1825–30,German,Germany,1800's,European Paintings
438434,The Virgin Adoring the Host,Jean Auguste Dominique Ingres,1852,French,France,1800's,European Paintings
438449,View near Rouen,Richard Parkes Bonington,ca. 1825,British,Britain,1800's,European Paintings
438465,Landscape with Travelers on a Woodland Path,Jan Brueghel the Elder,ca. 1607,Netherlandish,Netherlands,1600's,European Paintings
438466,The Flagellation,Master of the Berswordt Altar,ca. 1400,German,Germany,1400's,European Paintings
438467,The Birth and Naming of Saint John the Baptist; (reverse) Trompe-l'oeil with Painting of The Man of Sorrows,Bernard van Orley,ca. 1514–15,Netherlandish,Netherlands,1500's,European Paintings
438510,The Outskirts of a Village,Edmond-François Aman-Jean,ca. 1880,French,France,1800's,European Paintings
438541,"Scene from the Gallic Wars: The Gaul Littavicus, Betraying the Roman Cause, Flees to Gergovie to Support Vercingétorix",Théodore Chassériau,ca. 1838–40,French,France,1800's,European Paintings
438543,Still Life with Shells and a Chip-Wood Box,Sebastian Stoskopff,late 1620s,French,France,1600's,European Paintings
438545,"Léon Pallière (1787–1820) in His Room at the Villa Medici, Rome",Jean Alaux,1817,unavailable,Unknown,1800's,European Paintings
438546,Madame Charles Maurice de Talleyrand Périgord (1761–1835),baron François Gérard,ca. 1804,French,France,1800's,European Paintings
438551,"On the Beach, Sunset",Eugène Boudin,1865,French,France,1800's,European Paintings
438559,The Sack of Jerusalem by the Romans,François Joseph Heim,1824,French,France,1800's,European Paintings
438590,"Comtesse de La Tour-Maubourg (Marie-Louise-Charlotte-Gabrielle Thomas de Pange, 1816–1850)",Théodore Chassériau,1841,French,France,1800's,European Paintings
438603,"François Gérard (1770–1837), later Baron Gérard",baron Antoine Jean Gros,ca. 1790,French,France,1700's,European Paintings
438616,Retreat from the Storm,Jean-François Millet,ca. 1846,French,France,1800's,European Paintings
438617,"The Children of Martin Anton Heckscher: Johann Gustav Wilhelm Moritz (1797–1865), Carl Martin Adolph (1796–1850), and Leopold (born 1792)",Johann Heinrich Wilhelm Tischbein,1805,German,Germany,1800's,European Paintings
438618,Edge of a Wood,Théodore Caruelle d'Aligny,ca. 1850,French,France,1800's,European Paintings
438624,Lake Fucino and the Abruzzi Mountains,Joseph Bidauld,ca. 1789,French,France,1700's,European Paintings
438629,First Steps,Franz Ludwig Catel,ca. 1820–25,German,Germany,1800's,European Paintings
438635,Waterfall at Terni,Camille Corot,1826,French,France,1800's,European Paintings
438636,Cow in a Barn,Camille Corot,Unavailable,French,France,Unavailable,European Paintings
438640,Mountainous Landscape at Vicovaro,Simon Denis,ca. 1786–97,Flemish,Belgium,1700's,European Paintings
438641,Mountainous Landscape at Tivoli,Simon Denis,ca. 1786–97,Flemish,Belgium,1700's,European Paintings
438642,Cloud Study (Early Evening),Simon Denis,ca. 1786–1806,Flemish,Belgium,1700's,European Paintings
438643,Cloud Study (Distant Storm),Simon Denis,ca. 1786–1806,Flemish,Belgium,1700's,European Paintings
438644,"View on the Quirinal Hill, Rome",Simon Denis,1800,Flemish,Belgium,1800's,European Paintings
438645,"Fortified Wall, Italy",Simon Denis,ca. 1786–1806,Flemish,Belgium,1700's,European Paintings
438654,Dramatic Scene with Monks in a Crypt,Alexandre Evariste Fragonard,Unavailable,French,France,Unavailable,European Paintings
438659,"Monks in the Cloister of the Church of Gesù e Maria, Rome",François Marius Granet,1808,French,France,1800's,European Paintings
438661,Study of a Female Nude,Henri Lehmann,1840,French,France,1800's,European Paintings
438662,A Man from the Middle East in the Artist's Studio,Auguste-Xavier Leprince,ca. 1823–26,French,France,1800's,European Paintings
438665,Pope Gregory XVI Visiting the Church of San Benedetto at Subiaco,Jean-François Montessuy,1843,French,France,1800's,European Paintings
438670,View of the Colosseum and the Arch of Constantine from the Palatine,Charles Rémond,ca. 1822–24,French,France,1800's,European Paintings
438688,Saint Francis,Federico Barocci,ca. 1600–1604,Italian,Italy,1600's,European Paintings
438722,The Potato Peeler (reverse: Self-Portrait with a Straw Hat),Vincent van Gogh,1885,Dutch,Netherlands,1800's,European Paintings
