objectID,Title,ArtistName,Department,TimePeriod,Region,Height,Width,H/W Ratio,Color
437363,William Forsyth (1749–1814),Sir Henry Raeburn,European Paintings,ca. 1800,"British, Scottish",3213,3856,0.833246887966805,RGB
437364,William Scott-Elliot of Arkleton (1811–1901),Sir Henry Raeburn,European Paintings,ca. 1815–16,"British, Scottish",2999,3857,0.7775473165672803,RGB
437365,"William Robertson (1753–1835), Lord Robertson",Sir Henry Raeburn,European Paintings,1805,"British, Scottish",3085,3854,0.8004670472236637,RGB
437368,Holy Family with an Angel,Raffaellino del Garbo (also known as Raffaelle de' Capponi and Raffaelle de' Carli),European Paintings,ca. 1490,Italian,2788,4000,0.697,RGB
437371,The Agony in the Garden,Raphael (Raffaello Sanzio or Santi),European Paintings,ca. 1504,Italian,3851,3330,1.1564564564564566,RGB
437373,"Giuliano de' Medici (1479–1516), Duke of Nemours",Raphael,European Paintings,Unavailable,unavailable,1502,1935,0.7762273901808786,RGB
437376,A Cat Stealing Fish,Giuseppe Recco,European Paintings,late 1660s,Italian,4000,3143,1.2726694241170855,RGB
437378,Bouquet in a Chinese Vase,Odilon Redon,European Paintings,ca. 1912–14,French,2983,3869,0.7710002584647195,RGB
437380,The Chariot of Apollo,Odilon Redon,European Paintings,1905–16,French,1953,1574,1.2407878017789074,RGB
437381,Etruscan Vase with Flowers,Odilon Redon,European Paintings,1900–1910,French,2740,3722,0.7361633530360021,RGB
437382,Vase of Flowers (Pink Background),Odilon Redon,European Paintings,ca. 1906,French,2774,3722,0.7452982267598065,RGB
437384,Salome,Henri Regnault,European Paintings,1870,French,1150,1840,0.625,RGB
437385,Man in a Turban,Rembrandt (Rembrandt van Rijn),European Paintings,1632,Dutch,3140,3857,0.8141042260824475,RGB
437386,"Portrait of a Man, probably a Member of the Van Beresteyn Family",Rembrandt (Rembrandt van Rijn),European Paintings,1632,Dutch,3049,3824,0.7973326359832636,RGB
437388,"Portrait of a Woman, probably a Member of the Van Beresteyn Family",Rembrandt (Rembrandt van Rijn),European Paintings,1632,Dutch,2964,3722,0.7963460505104782,RGB
437389,Bellona,Rembrandt (Rembrandt van Rijn),European Paintings,1633,Dutch,2963,3861,0.7674177674177675,RGB
437391,Portrait of a Young Woman with a Fan,Rembrandt (Rembrandt van Rijn),European Paintings,1633,Dutch,3206,4000,0.8015,RGB
437392,Herman Doomer (ca. 1595–1650),Rembrandt (Rembrandt van Rijn),European Paintings,1640,Dutch,2745,3722,0.7375067168189146,RGB
437393,The Toilet of Bathsheba,Rembrandt (Rembrandt van Rijn),European Paintings,1643,Dutch,3810,2845,1.3391915641476275,RGB
437394,Aristotle with a Bust of Homer,Rembrandt (Rembrandt van Rijn),European Paintings,1653,Dutch,3647,3839,0.9499869757749414,RGB
437395,"The Standard Bearer (Floris Soop, 1604–1657)",Rembrandt (Rembrandt van Rijn),European Paintings,1654,Dutch,3135,3789,0.8273950910530483,RGB
437396,Hendrickje Stoffels (1626–1663),Rembrandt (Rembrandt van Rijn),European Paintings,mid-1650s,Dutch,3263,3695,0.883085250338295,RGB
437398,Flora,Rembrandt (Rembrandt van Rijn),European Paintings,ca. 1654,Dutch,1748,1903,0.9185496584340515,RGB
437399,Man with a Magnifying Glass,Rembrandt (Rembrandt van Rijn),European Paintings,early 1660s,Dutch,3028,3717,0.8146354587032553,RGB
437401,Portrait of a Man Holding Gloves,Rembrandt (Rembrandt van Rijn),European Paintings,1648,Dutch,729,900,0.81,RGB
437402,Woman with a Pink,Rembrandt (Rembrandt van Rijn),European Paintings,early 1660s,Dutch,2989,3721,0.8032786885245902,RGB
437403,Christ and the Woman of Samaria,Rembrandt,European Paintings,Unavailable,Dutch,2912,3722,0.7823750671681892,RGB
437405,A Young Woman as a Shepherdess,Govert Flinck,European Paintings,Unavailable,Dutch,2833,3722,0.761149919398173,RGB
437406,"Portrait of a Man (""The Auctioneer"")",Rembrandt,European Paintings,probably ca. 1658–62,Dutch,2983,3722,0.8014508328855454,RGB
437407,Christ with a Staff,Rembrandt,European Paintings,Unavailable,Dutch,3104,3710,0.8366576819407008,RGB
437408,Man in a Beret,Rembrandt,European Paintings,Unavailable,Dutch,1493,1801,0.8289838978345364,RGB
437410,Portrait of a Man with a Breastplate and Plumed Hat,Rembrandt,European Paintings,Unavailable,Dutch,3113,3850,0.8085714285714286,RGB
437411,Man with a Steel Gorget,Rembrandt,European Paintings,Unavailable,Dutch,3166,3836,0.8253388946819604,RGB
437412,Old Woman Cutting Her Nails,Rembrandt,European Paintings,ca. 1655–60,Dutch,3131,3856,0.8119813278008299,RGB
437413,Man in a Red Cloak,Rembrandt,European Paintings,Unavailable,Dutch,3118,3709,0.8406578592612564,RGB
437415,The Sibyl,Willem Drost,European Paintings,ca. 1654,Dutch,2941,3721,0.7903789303950551,RGB
437416,Man in Armor (Mars?),Rembrandt,European Paintings,Unavailable,Dutch,3290,3692,0.8911159263271939,RGB
437417,"Lieven Willemsz van Coppenol (born about 1599, died 1671 or later)",Rembrandt (Rembrandt van Rijn),European Paintings,Unavailable,Dutch,2951,3722,0.792853304674906,RGB
437418,Man with a Beard,Rembrandt,European Paintings,Unavailable,Dutch,3294,3757,0.8767633750332712,RGB
437419,Rembrandt (1606–1669) as a Young Man,Rembrandt,European Paintings,Unavailable,Dutch,2791,3722,0.7498656636217088,RGB
437420,Rembrandt's Son Titus (1641–1668),Rembrandt,European Paintings,Unavailable,Dutch,2897,3853,0.751881650661822,RGB
437421,Study Head of an Old Man,Rembrandt,European Paintings,Unavailable,Dutch,3095,3711,0.8340070061977903,RGB
437423,The Immaculate Conception,Guido Reni,European Paintings,1627,Italian,2597,3722,0.6977431488447071,RGB
437424,"Madame Édouard Bernier (Marie-Octavie-Stéphanie Laurens, 1838–1920)",Auguste Renoir,European Paintings,1871,French,3001,3719,0.8069373487496639,RGB
437425,Marguerite-Thérèse (Margot) Berard (1874–1956),Auguste Renoir,European Paintings,1879,French,2924,3722,0.7855991402471789,RGB
437426,View of the Seacoast near Wargemont in Normandy,Auguste Renoir,European Paintings,1880,French,3865,3167,1.2203978528575938,RGB
437427,The Bay of Naples,Auguste Renoir,European Paintings,1881,French,3811,2775,1.3733333333333333,RGB
437428,Still Life with Peaches and Grapes,Auguste Renoir,European Paintings,1881,French,4000,3353,1.1929615269907545,RGB
437429,Still Life with Peaches,Auguste Renoir,European Paintings,1881,French,3803,3153,1.2061528702822708,RGB
437430,By the Seashore,Auguste Renoir,European Paintings,1883,French,3162,4000,0.7905,RGB
437431,"Hills around the Bay of Moulin Huet, Guernsey",Auguste Renoir,European Paintings,1883,French,4000,2879,1.3893713094824591,RGB
437432,"Tilla Durieux (Ottilie Godeffroy, 1880–1971)",Auguste Renoir,European Paintings,1914,French,2994,3720,0.8048387096774193,RGB
437433,"The Farm at Les Collettes, Cagnes",Auguste Renoir,European Paintings,1908–14,French,4000,3359,1.1908306043465318,RGB
437434,In the Meadow,Auguste Renoir,European Paintings,1888–92,French,3027,3717,0.814366424535916,RGB
437436,A Road in Louveciennes,Auguste Renoir,European Paintings,ca. 1870,French,1953,1599,1.2213883677298312,RGB
437437,A Waitress at Duval's Restaurant,Auguste Renoir,European Paintings,ca. 1875,French,2679,3722,0.7197743148844707,RGB
437438,Young Girl in a Pink-and-Black Hat,Auguste Renoir,European Paintings,ca. 1891,French,2933,3722,0.7880171950564213,RGB
437439,A Young Girl with Daisies,Auguste Renoir,European Paintings,1889,French,3345,4000,0.83625,RGB
437443,"Thomas (1740–1825) and Martha Neate (1741–after 1795) with His Tutor, Thomas Needham",Sir Joshua Reynolds,European Paintings,1748,British,3601,3268,1.1018971848225214,RGB
437444,"Anne Dashwood (1743–1830), Later Countess of Galloway",Sir Joshua Reynolds,European Paintings,1764,British,3456,3853,0.8969634051388529,RGB
437445,"George Capel, Viscount Malden (1757–1839), and Lady Elizabeth Capel (1755–1834)",Sir Joshua Reynolds,European Paintings,1768,British,3083,3816,0.8079140461215933,RGB
437446,"Mrs. Horton, Later Viscountess Maynard (died 1814/15)",Sir Joshua Reynolds,European Paintings,Unavailable,British,2999,3872,0.7745351239669421,RGB
437447,Captain George K. H. Coussmaker (1759–1801),Sir Joshua Reynolds,European Paintings,1782,British,2394,3866,0.619244697361614,RGB
437448,"Georgiana Augusta Frederica Elliott (1782–1813), Later Lady Charles Bentinck",Sir Joshua Reynolds,European Paintings,1784,British,3214,3853,0.8341552037373475,RGB
437449,The Honorable Henry Fane (1739–1802) with Inigo Jones and Charles Blair,Sir Joshua Reynolds,European Paintings,1761–66,British,3911,2785,1.4043087971274686,RGB
437450,"Mrs. Lewis Thomas Watson (Mary Elizabeth Milles, 1767–1818)",Sir Joshua Reynolds,European Paintings,1789,British,3073,3847,0.7988042630621264,RGB
437451,John Barker (1707–1787),Sir Joshua Reynolds,European Paintings,1786,British,2708,3876,0.6986584107327142,RGB
437452,"Lady Smith (Charlotte Delaval) and Her Children (George Henry, Louisa, and Charlotte)",Sir Joshua Reynolds,European Paintings,1787,British,3077,3860,0.7971502590673575,RGB
437454,"Mrs. George Baldwin (Jane Maltass, 1763–1839)",Sir Joshua Reynolds,European Paintings,1782 or later,British,1522,1931,0.7881926462972553,RGB
437455,The Holy Family with Saints Anne and Catherine of Alexandria,Jusepe de Ribera (called Lo Spagnoletto),European Paintings,1648,Spanish,2763,3722,0.7423428264373992,RGB
437456,Breton Fishermen and Their Families,Théodule-Augustin Ribot,European Paintings,possibly ca. 1880–85,French,3111,3710,0.838544474393531,RGB
437458,The Holy Family with Angels,Sebastiano Ricci,European Paintings,ca. 1700,Italian,3540,4000,0.885,RGB
437460,A Canal in Venice,Martín Rico y Ortega,European Paintings,1879,Spanish,1955,1472,1.328125,RGB
437461,On the Seine,Martín Rico y Ortega,European Paintings,1869,Spanish,1959,1187,1.6503791069924179,RGB
437462,A Spanish Garden,Martín Rico y Ortega,European Paintings,1871,Spanish,1247,1936,0.6441115702479339,RGB
437463,Portrait of a General Officer,Hyacinthe Rigaud,European Paintings,ca. 1710,French,3083,4000,0.77075,RGB
437464,Louis XV (1710–1774) as a Child,Hyacinthe Rigaud,European Paintings,ca. 1716–24,unavailable,2792,3882,0.7192168985059247,RGB
437468,The Portico of a Country Mansion,Hubert Robert,European Paintings,1773,French,1167,1936,0.6027892561983471,RGB
437471,Aqueduct in Ruins,Hubert Robert,European Paintings,Unavailable,French,1957,1162,1.6841652323580034,RGB
437473,The Bathing Pool,Hubert Robert,European Paintings,Unavailable,French,1387,1934,0.7171664943123061,RGB
437474,Bridge over a Cascade,Hubert Robert,European Paintings,Unavailable,French,1957,1160,1.6870689655172413,RGB
437479,The Return of the Cattle,Hubert Robert,European Paintings,ca. 1773–75,French,1161,1936,0.5996900826446281,RGB
437480,The Swing,Hubert Robert,European Paintings,Unavailable,French,1003,1932,0.5191511387163561,RGB
437481,Wandering Minstrels,Hubert Robert,European Paintings,Unavailable,French,1375,1934,0.7109617373319544,RGB
437487,"Francesco d'Este (born about 1429, died after July 20, 1486)",Rogier van der Weyden,European Paintings,ca. 1460,Netherlandish,1209,1743,0.693631669535284,RGB
437488,Portrait of a Man in a Chaperon,Netherlandish Painter,European Paintings,Unavailable,unavailable,2589,3721,0.6957807041117979,RGB
437492,The Holy Family with Saint Paul and a Donor,Rogier van der Weyden,European Paintings,Unavailable,Netherlandish,3123,3708,0.8422330097087378,RGB
437494,"Friedrich I (1460–1536), Margrave of Brandenburg-Ansbach",Franz Wolfgang Rohrich,European Paintings,Unavailable,German,2939,4000,0.73475,RGB
437495,Sophia (1464–1512) of Poland,Franz Wolfgang Rohrich,European Paintings,Unavailable,German,2970,4000,0.7425,RGB
437496,The Sacrifice of Polyxena,Giovanni Francesco Romanelli,European Paintings,Unavailable,Italian,3905,3448,1.13254060324826,RGB
437497,The Flagellation; (reverse) The Madonna of Mercy,Girolamo Romanino,European Paintings,ca. 1540,Italian,2607,3722,0.700429876410532,RGB
437498,"Portrait of a Woman, Said to Be Emily Bertie Pott (died 1782)",George Romney,European Paintings,1781,British,3247,3858,0.8416277864178331,RGB
437500,"Lady Elizabeth Stanley (1753–1797), Countess of Derby",George Romney,European Paintings,1776–78,British,3100,3863,0.802485115195444,RGB
437501,"Mrs. Bryan Cooke (Frances Puleston, 1765–1818)",George Romney,European Paintings,ca. 1787–91,British,3031,3817,0.7940791197275348,RGB
437502,"Mrs. Charles Frederick (Martha Rigden, died 1794)",George Romney,European Paintings,Unavailable,British,3205,3855,0.8313878080415046,RGB
437503,"Mrs. George Horsley (Charlotte Mary Talbot, died 1828)",John Westbrooke Chandler,European Paintings,Unavailable,British,3202,3845,0.8327698309492848,RGB
437505,Admiral Sir Chaloner Ogle (1726–1816),George Romney,European Paintings,Unavailable,British,3131,3793,0.8254679673081993,RGB
437506,Bandits on a Rocky Coast,Salvator Rosa,European Paintings,1655–60,Italian,4000,3054,1.309757694826457,RGB
437507,The Dream of Aeneas,Salvator Rosa,European Paintings,1660–65,Italian,2388,3875,0.6162580645161291,RGB
437512,The Banks of the Bièvre near Bicêtre,Henri Rousseau (le Douanier),European Paintings,ca. 1908–09,French,3110,3710,0.8382749326145552,RGB
437513,Still Life with Ham,Philippe Rousseau,European Paintings,1870s,French,3809,3058,1.2455853499018967,RGB
437514,"The Edge of the Woods at Monts-Girard, Fontainebleau Forest",Théodore Rousseau,European Paintings,1852–54,French,3809,2492,1.5284911717495988,RGB
437515,A Meadow Bordered by Trees,Théodore Rousseau,European Paintings,ca. 1845,French,4000,2670,1.4981273408239701,RGB
437516,An Old Chapel in a Valley,Théodore Rousseau,European Paintings,ca. 1835,French,4000,3077,1.2999675008124796,RGB
437517,A Path among the Rocks,Théodore Rousseau,European Paintings,probably 1861,French,3811,2416,1.5774006622516556,RGB
437518,A River in a Meadow,Théodore Rousseau,European Paintings,ca. 1840,French,4000,2639,1.515725653656688,RGB
437519,A River Landscape,Théodore Rousseau,European Paintings,Unavailable,French,1957,1300,1.5053846153846153,RGB
437520,Sunset near Arbonne,Théodore Rousseau,European Paintings,ca. 1860–65,French,3811,2433,1.5663789560213728,RGB
437523,Atalanta and Meleager,Peter Paul Rubens,European Paintings,ca. 1616,Flemish,1535,1933,0.794102431453699,RGB
437525,The Feast of Acheloüs,Peter Paul Rubens,European Paintings,ca. 1615,Flemish,3811,2530,1.5063241106719367,RGB
437526,A Forest at Dawn with a Deer Hunt,Peter Paul Rubens,European Paintings,ca. 1635,Flemish,3807,2624,1.4508384146341464,RGB
437527,The Glorification of the Eucharist,Peter Paul Rubens,European Paintings,ca. 1630–32,Flemish,2773,4000,0.69325,RGB
437528,The Holy Family with Saints Francis and Anne and the Infant Saint John the Baptist,Peter Paul Rubens,European Paintings,early or mid-1630s,Flemish,4000,3409,1.1733646230566148,RGB
437529,"The Holy Family with Saint Elizabeth, Saint John, and a Dove",Peter Paul Rubens,European Paintings,ca. 1608–9,Flemish,1221,1567,0.7791959157626037,RGB
437530,"Portrait of a Man, Possibly an Architect or Geographer",Peter Paul Rubens,European Paintings,1597,Flemish,2485,3722,0.667651800107469,RGB
437531,"Portrait of a Woman, Probably Susanna Lunden (Susanna Fourment, 1599–1628)",Peter Paul Rubens,European Paintings,ca. 1625–27,Flemish,3133,4000,0.78325,RGB
437532,"Rubens, Helena Fourment (1614–1673), and Their Son Frans (1633–1678)",Peter Paul Rubens,European Paintings,ca. 1635,Flemish,3090,3973,0.777749811225774,RGB
437533,Study of Two Heads,Peter Paul Rubens,European Paintings,ca. 1609,Flemish,2874,3819,0.7525530243519246,RGB
437534,The Triumph of Henry IV,Peter Paul Rubens,European Paintings,ca. 1630,Flemish,3811,2248,1.6952846975088969,RGB
437535,Venus and Adonis,Peter Paul Rubens,European Paintings,probably mid-1630s,Flemish,3809,3089,1.2330851408222725,RGB
437536,Wolf and Fox Hunt,Peter Paul Rubens,European Paintings,ca. 1616,Flemish,3811,2462,1.5479285134037368,RGB
437539,Cambyses Appointing Otanes Judge,Peter Paul Rubens,European Paintings,Unavailable,Flemish,2967,3003,0.988011988011988,RGB
437540,Frans Francken I (1542–1616),Peter Paul Rubens,European Paintings,Unavailable,Flemish,1336,1758,0.7599544937428896,RGB
437542,Saint Teresa of Ávila Interceding for Souls in Purgatory,Peter Paul Rubens,European Paintings,Unavailable,Flemish,3094,4000,0.7735,RGB
437543,Susanna and the Elders,Peter Paul Rubens,European Paintings,Unavailable,Flemish,3612,2664,1.3558558558558558,RGB
437545,Landscape with a Village in the Distance,Jacob van Ruisdael,European Paintings,1646,Dutch,3811,2649,1.4386560966402415,RGB
437546,The Forest Stream,Jacob van Ruisdael,European Paintings,ca. 1660,Dutch,3903,3020,1.292384105960265,RGB
437547,Grainfields,Jacob van Ruisdael,European Paintings,mid- or late 1660s,Dutch,3895,3233,1.2047633776678008,RGB
437548,Mountain Torrent,Jacob van Ruisdael,European Paintings,1670s,Dutch,3118,4000,0.7795,RGB
437549,Wheat Fields,Jacob van Ruisdael,European Paintings,ca. 1670,Dutch,3811,2951,1.2914266350389698,RGB
437552,The Protection of the Mother of God,Russian Painter,European Paintings,Unavailable,Russian,2683,3171,0.8461053295490382,RGB
437555,The Congregation of the Mother of God,Russian Painter,European Paintings,Unavailable,Russian,2835,3259,0.869898741945382,RGB
437556,Saint Elias's Fiery Ascension,Russian Painter,European Paintings,Unavailable,Russian,3004,3332,0.9015606242496998,RGB
437557,Panel from a Saints' Calendar (painted on both sides),Russian Painter,European Paintings,Unavailable,Russian,2531,2919,0.8670777663583419,RGB
437558,Saint George,Russian Painter,European Paintings,Unavailable,Russian,518,700,0.74,RGB
437559,The Christ Child with Saints Boris and Gleb,Russian Painter,European Paintings,Unavailable,Russian,1276,1360,0.9382352941176471,RGB
437560,Saints Boris and Gleb,Russian Painter,European Paintings,Unavailable,Russian,2707,3155,0.8580031695721078,RGB
437564,The Resurrection of Christ and the Harrowing of Hell,Russian Painter,European Paintings,Unavailable,Russian,2755,3419,0.805791167007897,RGB
437566,Christ's Entry into Jerusalem,Russian Painter,European Paintings,Unavailable,Russian,2675,3227,0.8289432909823365,RGB
437568,Three Female Saints,Russian Painter,European Paintings,Unavailable,Russian,2627,3195,0.8222222222222222,RGB
437578,Christ in Glory,Russian (Novgorod?) Painter,European Paintings,Unavailable,Russian,2624,3722,0.7049973132724342,RGB
437585,Market by the Seashore,Salomon van Ruysdael,European Paintings,1637,Dutch,3811,2426,1.570898598516076,RGB
437586,A Country Road,Salomon van Ruysdael,European Paintings,1648,Dutch,3811,2815,1.3538188277087033,RGB
437587,Marine,Salomon van Ruysdael,European Paintings,1650,Dutch,3810,3016,1.263262599469496,RGB
437588,Drawing the Eel,Salomon van Ruysdael,European Paintings,early 1650s,Dutch,3885,2763,1.4060803474484256,RGB
437589,Ferry near Gorinchem,Salomon van Ruysdael,European Paintings,1646,Dutch,3901,3102,1.2575757575757576,RGB
437590,View of the Town of Alkmaar,Salomon van Ruysdael,European Paintings,Unavailable,Dutch,3811,2403,1.5859342488555972,RGB
437591,Rustic Interior,David Ryckaert III,European Paintings,Unavailable,Flemish,4000,3211,1.2457178449081283,RGB
437592,The Yard of the Inn at Emmaus,David Ryckaert III,European Paintings,Unavailable,Flemish,4000,3170,1.2618296529968454,RGB
437593,Marcantonio Pasqualini (1614–1691) Crowned by Apollo,Andrea Sacchi,European Paintings,1641,Italian,2978,3722,0.800107469102633,RGB
437606,The Massacre of the Innocents,Sano di Pietro (Ansano di Pietro di Mencio),European Paintings,ca. 1470,Italian,1611,1077,1.4958217270194987,RGB
437608,Head of the Madonna,Franciabigio (Francesco di Cristofano),European Paintings,ca. 1509,Italian,3121,4000,0.78025,RGB
437609,The Holy Family with the Young Saint John the Baptist,Andrea del Sarto (Andrea d'Agnolo),European Paintings,ca. 1528,Italian,2875,3872,0.7425103305785123,RGB
437611,The Journey of the Magi,Sassetta (Stefano di Giovanni),European Paintings,ca. 1433–35,Italian,3811,2864,1.3306564245810055,RGB
437630,Saint Matthew and the Angel,Giovanni Gerolamo Savoldo,European Paintings,Unavailable,Italian,4000,2926,1.367053998632946,RGB
437631,Night Scene on the Volga,Alexei Kondratievich Savrasov,European Paintings,1871,Russian,3619,2171,1.6669737448180562,RGB
437633,Cephalus and Procris,Godfried Schalcken,European Paintings,probably 1680s,Dutch,4000,3199,1.2503907471084714,RGB
437636,Domestic Scene,German Painter,European Paintings,Unavailable,German,3047,3716,0.819967707212056,RGB
437637,Lost: Souvenir of Auvergne,August Friedrich Albrecht Schenck,European Paintings,Unavailable,Danish,3603,2171,1.6596038691847075,RGB
437638,The Marriage of Cupid and Psyche,Andrea Schiavone (Andrea Meldola),European Paintings,ca. 1540,Italian,3805,3140,1.2117834394904459,RGB
437639,Christ before Pilate; The Resurrection,Ludwig Schongauer,European Paintings,Unavailable,German,2096,3812,0.5498426023084995,RGB
437640,Baron Alexander von Humboldt (1769–1859),Julius Schrader,European Paintings,1859,German,3440,3952,0.8704453441295547,RGB
437641,Arabs on the March,Adolf Schreyer,European Paintings,Unavailable,German,4000,2480,1.6129032258064515,RGB
437642,Battle Scene: Arabs Making a Detour,Adolf Schreyer,European Paintings,Unavailable,German,3681,2221,1.6573615488518685,RGB
437643,The Building of Westminster Bridge,Samuel Scott,European Paintings,Unavailable,British,3913,2148,1.8216945996275604,RGB
437645,"Portrait of a Man, Said to be Christopher Columbus (born about 1446, died 1506)",Sebastiano del Piombo (Sebastiano Luciani),European Paintings,1519,Italian,3332,4000,0.833,RGB
437646,Madonna and Child with Saints and Donors,Sebastiano del Piombo,European Paintings,Unavailable,Italian,3811,2534,1.5039463299131808,RGB
437647,Spring in Brittany,Paul Sébillot,European Paintings,1874,French,3123,4000,0.78075,RGB
437648,Sir James Dashwood (1715–1779),Enoch Seeman the Younger,European Paintings,1737,German,2408,3806,0.6326852338413032,RGB
437649,Christ Blessing,Segna di Buonaventura,European Paintings,ca. 1311,Italian,2438,3887,0.6272189349112426,RGB
437652,The Virgin Adoring the Child with the Infant Saint John the Baptist,Jacopo di Arcangelo (called Jacopo del Sellaio),European Paintings,late 1480s,Italian,2364,3622,0.6526780784097184,RGB
437654,Circus Sideshow (Parade de cirque),Georges Seurat,European Paintings,1887–88,French,3920,2621,1.49561236169401,RGB
437655,The Forest at Pontaubert,Georges Seurat,European Paintings,1881,French,2972,3722,0.7984954325631382,RGB
437656,The Gardener,Georges Seurat,European Paintings,1882–83,French,3811,2419,1.5754443985117816,RGB
437657,Landscape at Saint-Ouen,Georges Seurat,European Paintings,1878 or 1879,French,4000,2721,1.470047776552738,RGB
437658,"Study for ""A Sunday on La Grande Jatte""",Georges Seurat,European Paintings,1884,French,1959,1332,1.4707207207207207,RGB
437659,View of the Seine,Georges Seurat,European Paintings,1882–83,French,4000,2706,1.4781966001478197,RGB
437660,Portrait of a Horseman,James Seymour,European Paintings,Unavailable,British,3915,2798,1.3992137240886346,RGB
437662,"William Archer Shee (1810–1899), the Artist's Son",Sir Martin Archer Shee,European Paintings,ca. 1820,Irish,3220,3860,0.8341968911917098,RGB
437673,The Assumption of the Virgin with Saints Michael and Benedict,Luca Signorelli,European Paintings,ca. 1493–96,Italian,2947,3820,0.7714659685863874,RGB
437677,Saint Bartholomew,Simone Martini,European Paintings,ca. 1317–19,Italian,2880,3840,0.75,RGB
437678,Saint Matthias,Simone Martini,European Paintings,ca. 1317–19,Italian,2881,3864,0.745600414078675,RGB
437679,Saint Thomas,Simone Martini,European Paintings,ca. 1317–19,Italian,2896,3864,0.7494824016563147,RGB
437680,The Bridge at Villeneuve-la-Garenne,Alfred Sisley,European Paintings,1872,British,4000,3000,1.3333333333333333,RGB
437682,View of Marly-le-Roi from Coeur-Volant,Alfred Sisley,European Paintings,1876,British,3741,2656,1.4085090361445782,RGB
437683,Sahurs Meadows in Morning Sun,Alfred Sisley,European Paintings,1894,British,4000,3185,1.2558869701726845,RGB
437684,The Road from Moret to Saint-Mammès,Alfred Sisley,European Paintings,1883–85,British,3919,3198,1.2254534083802378,RGB
437685,The Road from Versailles to Louveciennes,Alfred Sisley,European Paintings,probably 1879,British,4000,3326,1.2026458208057726,RGB
437686,Rue Eugène Moussoir at Moret: Winter,Alfred Sisley,European Paintings,1891,British,3803,3162,1.2027197975964579,RGB
437687,Johan Hulshout (1623–1687),Pieter van Slingelandt,European Paintings,ca. 1670 or slightly later,Dutch,2993,3721,0.8043536683687181,RGB
437697,Soldiers Bivouacking,Pieter Snayers,European Paintings,Unavailable,Flemish,3807,2656,1.4333584337349397,RGB
437699,Salome with the Head of Saint John the Baptist,Andrea Solario,European Paintings,ca. 1507–9,Italian,3137,3820,0.8212041884816754,RGB
437701,Diego Pignatelli d'Aragona (1687–1750) and an Enslaved African Servant,Francesco Solimena,European Paintings,probably 1731 or 1732,Italian,3143,4000,0.78575,RGB
437703,A Kitchen,Hendrick Sorgh,European Paintings,ca. 1643,Dutch,3158,3705,0.852361673414305,RGB
437722,The Mass of Saint Gregory,Spanish Painter,European Paintings,Unavailable,Spanish,2991,3721,0.8038161784466541,RGB
437724,Virgin and Child Enthroned with Saints Catherine and Jerome,Spanish Painter,European Paintings,Unavailable,Spanish,479,700,0.6842857142857143,RGB
437725,"Doña Marianna Stampa Parravicina (born 1612), Condesa di Segrate",Spanish Painter,European Paintings,Unavailable,unavailable,2171,3723,0.5831318828901424,RGB
437729,Saint Michael the Archangel,Ignacio de Ries,European Paintings,1640s,Spanish,2719,4000,0.67975,RGB
437738,The Beheading of Saint John the Baptist,Spanish (Catalan) Painter,European Paintings,Unavailable,Spanish,3882,3836,1.0119916579770594,RGB
437739,Salome Dancing before Herod,Spanish (Catalan) Painter,European Paintings,Unavailable,Spanish,3806,3839,0.9914040114613181,RGB
437742,Saint Michael and the Dragon,Spanish (Valencian) Painter,European Paintings,ca. 1405,Spanish,3549,3668,0.9675572519083969,RGB
437744,Saint Mary Magdalen Holding a Crucifix; (reverse) The Flagellation,Spinello Aretino (Spinello di Luca Spinelli),European Paintings,ca. 1395–1400,Italian,2697,3872,0.6965392561983471,RGB
437747,The Dissolute Household,Jan Steen,European Paintings,ca. 1663–64,Dutch,3253,3839,0.8473560823131023,RGB
437748,The Lovesick Maiden,Jan Steen,European Paintings,ca. 1660,Dutch,3867,3358,1.1515783204288266,RGB
437749,Merry Company on a Terrace,Jan Steen,European Paintings,ca. 1670,Dutch,3556,3829,0.9287020109689214,RGB
437750,A Renaissance Portico with Elegant Figures,Hendrick van Steenwijck II,European Paintings,ca. 1615,Flemish,1897,1801,1.0533037201554691,RGB
437754,After the Ball,Alfred Stevens,European Paintings,1874,Belgian,2665,3722,0.716012896292316,RGB
437755,In the Studio,Alfred Stevens,European Paintings,1888,Belgian,3811,3008,1.2669547872340425,RGB
437756,The Japanese Robe,Alfred Stevens,European Paintings,ca. 1872,Belgian,2791,4000,0.69775,RGB
437757,Old Woman Praying,Matthias Stom,European Paintings,late 1630s or early 1640s,Dutch,3152,3848,0.8191268191268192,RGB
437760,Landscape with Cattle,Jacob van Strij,European Paintings,probably ca. 1800,Dutch,3811,2844,1.340014064697609,RGB
437763,Tobias Curing His Father's Blindness,Bernardo Strozzi,European Paintings,1630–35,Italian,3897,2587,1.5063780440664862,RGB
437764,The Third Duke of Dorset's Hunter with a Groom and a Dog,George Stubbs,European Paintings,1768,British,1955,1573,1.242848061029879,RGB
437766,Ferdinando II de' Medici (1610–1670) as a Boy,Justus Sustermans,European Paintings,Unavailable,Flemish,2655,3481,0.7627118644067796,RGB
437769,Clothing the Naked,Michiel Sweerts,European Paintings,ca. 1661,Flemish,4000,2937,1.361933946203609,RGB
437770,Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste,Swiss Painter,European Paintings,ca. 1500–1505,Swiss,2318,3877,0.5978849625999484,RGB
